status,cz_title,en_title,year,episode_count,categories,sample_video_id,sample_url,sample_title,reason,closest_db_match
missing,Pokémon,,,208,"serialy-cz-sk,serialy-cz-sk-titulky",21779,https://online.sktorrent.eu/video/21779/pokémon-s04e51-cz,Pokémon (S04E51)(CZ),"no episode link, no title match",
missing,Ben 10,,2016,168,serialy-cz-sk,22406,https://online.sktorrent.eu/video/22406/ben-10-2016-s05e03,Ben 10 (2016) S05E03,"no episode link, no title match",
missing,Will a Grace,,,146,serialy-cz-sk,43841,https://online.sktorrent.eu/video/43841/will-a-grace-s06e24-cz,Will a Grace / S06E24 CZ,"no episode link, no title match",
missing,Herkules,,,124,serialy-cz-sk,54210,https://online.sktorrent.eu/video/54210/herkules-s01e12-sk,Herkules (S01E12) (SK),"no episode link, no title match",
missing,Haikyuu!!,,,85,serialy-cz-sk-titulky,21919,https://online.sktorrent.eu/video/21919/haikyuu-s04e23-cz-tit,Haikyuu!! (S04E23)(CZ TIT),"no episode link, no title match",
missing,Dexter,,,84,serialy-cz-sk,42702,https://online.sktorrent.eu/video/42702/dexter-s08e12-cz,Dexter (S08E12) (CZ),"no episode link, no title match",Dexter: Nová krev / Dexter: New Blood  (sim=0.41)
missing,My Little Pony: Vyprávěj svůj příběh 70,,,69,serialy-cz-sk,34225,https://online.sktorrent.eu/video/34225/my-little-pony-vyprávěj-svůj-příběh-70,My Little Pony: Vyprávěj svůj příběh 70,"no episode link, no title match",
missing,Dr. House,,,67,serialy-cz-sk,38245,https://online.sktorrent.eu/video/38245/dr-house-s08e22-cz,Dr. House (S08E22) (CZ),"no episode link, no title match",
missing,Rodina Addamsovcov,,1964,62,serialy-cz-sk,40238,https://online.sktorrent.eu/video/40238/rodina-addamsovcov-1964-s02e30-sk,Rodina Addamsovcov (1964) S02E30 SK,"no episode link, no title match",
missing,Sběratelé-kostí,,,57,serialy-cz-sk,30141,https://online.sktorrent.eu/video/30141/sběratelé-kostí-3x14-a-15,Sběratelé-kostí-3x14-a-15,"no episode link, no title match",
missing,ŽIVOT NA ZÁMKU-05_Stopadesát_metrů_čtverečních,,,53,serialy-cz-sk,35411,https://online.sktorrent.eu/video/35411/Život-na-zÁmku-52-veselka,ŽIVOT NA ZÁMKU-52_Veselka,"no episode link, no title match",
missing,Alenka a Lewis 51,,,52,serialy-cz-sk,34411,https://online.sktorrent.eu/video/34411/alenka-a-lewis-51,Alenka a Lewis 51,"no episode link, no title match",
missing,Zdivocela-zeme,,1969,46,serialy-cz-sk,35328,https://online.sktorrent.eu/video/35328/zdivocela-zeme-s04e13-epilog-maderovy-petasedmdesate-narozeniny,Zdivocela-zeme-S04E13-Epilog---Maderovy-petasedmdesate-narozeniny,"no episode link, no title match",
missing,Preacher,,,43,serialy-cz-sk,42786,https://online.sktorrent.eu/video/42786/preacher-s04e10-cz,Preacher (S04E10) (CZ),"no episode link, no title match",Jack Reacher / Reacher  (sim=0.55)
missing,Muž z Vysokého zámku,The Man in the High Castle,,40,serialy-cz-sk,39047,https://online.sktorrent.eu/video/39047/muž-z-vysokého-zámku-the-man-in-the-high-castle-s04e10-cz,Muž z Vysokého zámku / The Man in the High Castle (S04E10) (CZ),"no episode link, no title match",
missing,Overlord,,,38,serialy-cz-sk-titulky,9607,https://online.sktorrent.eu/video/9607/overlord-s3e13,Overlord - s3e13,"no episode link, no title match",
missing,Death Note,,,37,serialy-cz-sk,21693,https://online.sktorrent.eu/video/21693/death-note-s01e37-cz,Death Note (S01E37)(CZ),"no episode link, no title match",Smrt v bílém plášti / Dr. Death  (sim=0.46)
missing,Dungeon ni Deai o Motomeru no wa Machigatteiru no Darou ka,,,37,serialy-cz-sk-titulky,14428,https://online.sktorrent.eu/video/14428/dungeon-ni-deai-o-motomeru-no-wa-machigatteiru-no-darou-ka-s3e12,Dungeon ni Deai o Motomeru no wa Machigatteiru no Darou ka - s3e12,"no episode link, no title match",
missing,Date a Live,,,34,serialy-cz-sk-titulky,17038,https://online.sktorrent.eu/video/17038/date-a-live-s2e10,Date a Live s2e10,"no episode link, no title match",
missing,Alexa a Katie,Alexa & Katie,,31,serialy-cz-sk,5493,https://online.sktorrent.eu/video/5493/alexa-a-katie-alexa-amp-katie-s03e08-panika-na-minigolfu-cz,Alexa a Katie / Alexa &amp;amp; Katie - S03E08 - Panika na minigolfu (CZ),"no episode link, no title match",
missing,Nezastavitelný žlutý yeti,,,26,serialy-cz-sk,29264,https://online.sktorrent.eu/video/29264/nezastavitelný-žlutý-yeti-s01e25,Nezastavitelný žlutý yeti S01E25,"no episode link, no title match",
missing,World Trigger S2 - 09,,,26,"serialy-cz-sk,serialy-cz-sk-titulky",17352,https://online.sktorrent.eu/video/17352/world-trigger-s2-09,World Trigger S2 - 09,"no episode link, no title match",
missing,Hitori no Shita: The Outcast S2  24,,,25,serialy-cz-sk-titulky,14015,https://online.sktorrent.eu/video/14015/hitori-no-shita-the-outcast-s2-24,Hitori no Shita: The Outcast S2  24,"no episode link, no title match",
missing,Strike the blood -24,,,25,serialy-cz-sk-titulky,8781,https://online.sktorrent.eu/video/8781/strike-the-blood-24,Strike the blood -24,"no episode link, no title match",
missing,V plamenech,,,24,serialy-cz-sk,33309,https://online.sktorrent.eu/video/33309/v-plamenech-s02e14,V plamenech s02e14,"no episode link, no title match",
missing,Gakusen Toshi Asterisk 2 -12,,,24,"serialy-cz-sk,serialy-cz-sk-titulky",9684,https://online.sktorrent.eu/video/9684/gakusen-toshi-asterisk-2-12,Gakusen Toshi Asterisk 2 -12,"no episode link, no title match",
missing,Tokyo Revengers,,,24,serialy-cz-sk-titulky,21963,https://online.sktorrent.eu/video/21963/tokyo-revengers-s01e21-cz-tit,Tokyo Revengers(S01E21)(CZ TIT),"no episode link, no title match",
missing,Tensei Shitara Slime Datta Ken - 05 oprava,,,24,serialy-cz-sk-titulky,16920,https://online.sktorrent.eu/video/16920/tensei-shitara-slime-datta-ken-05-oprava,Tensei Shitara Slime Datta Ken - 05 oprava,"no episode link, no title match",Tensura nikki: Tensei shitara Slime datta ken / 転生したらスライムだった件 転スラ日記  (sim=0.61)
missing,Re Zero Kara Hajimeru Isekai Seikatsu 2nd season -24,,,24,serialy-cz-sk-titulky,16747,https://online.sktorrent.eu/video/16747/re-zero-kara-hajimeru-isekai-seikatsu-2nd-season-24,Re Zero Kara Hajimeru Isekai Seikatsu 2nd season -24,"no episode link, no title match",Re: Zero kara hadžimeru isekai seikacu / Re:ゼロから始める異世界生活  (sim=0.55)
missing,Nanatsu no Taizai -24,,,24,serialy-cz-sk-titulky,15219,https://online.sktorrent.eu/video/15219/nanatsu-no-taizai-24,Nanatsu no Taizai -24,"no episode link, no title match",
missing,MacGyver,,,23,serialy-cz-sk,43091,https://online.sktorrent.eu/video/43091/macgyver-s02e23-sk,MacGyver (S02E23) (SK),"no episode link, no title match",
missing,Nanatsu No Taizai - Fundo No Shinpa -10,,,23,"serialy-cz-sk,serialy-cz-sk-titulky",16620,https://online.sktorrent.eu/video/16620/nanatsu-no-taizai-fundo-no-shinpa-10,Nanatsu No Taizai - Fundo No Shinpa -10,"no episode link, no title match",
missing,Mushoku Tensei -23,,,23,serialy-cz-sk-titulky,20436,https://online.sktorrent.eu/video/20436/mushoku-tensei-23,Mushoku Tensei -23,"no episode link, no title match",
missing,Mairimashita! Iruma-kun S2 - 08,,,21,"serialy-cz-sk,serialy-cz-sk-titulky",18376,https://online.sktorrent.eu/video/18376/mairimashita-iruma-kun-s2-08,Mairimashita! Iruma-kun S2 - 08,"no episode link, no title match",
missing,Those About to Die,,,20,"serialy-cz-sk,serialy-cz-sk-titulky",44492,https://online.sktorrent.eu/video/44492/those-about-to-die-s01e10,Those About to Die S01E10,"no episode link, no title match",
missing,Luther,,,19,serialy-cz-sk,28397,https://online.sktorrent.eu/video/28397/luther-s05e04-cz-dabing,Luther s05e04 cz dabing,"no episode link, no title match",
missing,Osud,,,18,serialy-cz-sk,59208,https://online.sktorrent.eu/video/59208/osud-s01e18-sk,Osud S01E18 (SK),"no episode link, no title match",
missing,Agatha: Za vším schovaná,Agatha All Along,,18,serialy-cz-sk,40827,https://online.sktorrent.eu/video/40827/agatha-za-vším-schovaná-agatha-all-along-s01e09-sk,Agatha: Za vším schovaná / Agatha All Along  S01E09 (SK),"no episode link, no title match",
missing,S nasazením života 09 - Geniální plán plukovníka Krafta,,,18,serialy-cz-sk,39421,https://online.sktorrent.eu/video/39421/s-nasazením-života-18-hledaný-gruppenfuhrer-wolf,S nasazením života 18 - Hledaný Gruppenfuhrer Wolf,"no episode link, no title match",
missing,Purpurové řeky,,,17,serialy-cz-sk,35321,https://online.sktorrent.eu/video/35321/purpurové-řeky-s03e05-e06-spoutané-duše-cz,Purpurové řeky s03e05+e06 Spoutané duše (cz),"no episode link, no title match",
missing,Polosvěty,,,17,serialy-cz-sk,31597,https://online.sktorrent.eu/video/31597/polosvěty-s01e08,Polosvěty S01E08,"no episode link, no title match",
missing,Genjitsu Shugi Yuusha No Oukoku Saikenki -17,,,17,serialy-cz-sk-titulky,21360,https://online.sktorrent.eu/video/21360/genjitsu-shugi-yuusha-no-oukoku-saikenki-17,Genjitsu Shugi Yuusha No Oukoku Saikenki -17,"no episode link, no title match",
missing,Husí kůže - Zmizení,Goosebumps - The Vanishing,,16,serialy-cz-sk,43172,https://online.sktorrent.eu/video/43172/husí-kůže-zmizení-goosebumps-the-vanishing-s02e06-sk,Husí kůže - Zmizení / Goosebumps - The Vanishing S02E06 (SK),"no episode link, no title match",
missing,Special Ops: Lioness,,,16,serialy-cz-sk,42482,https://online.sktorrent.eu/video/42482/special-ops-lioness-s02e08-cz,Special Ops: Lioness S02E08 (CZ),"no episode link, no title match",
missing,Prokurátorka E16,,,16,serialy-cz-sk,33291,https://online.sktorrent.eu/video/33291/prokurátorka-e16-sk,Prokurátorka E16 (SK),"no episode link, no title match",
missing,Milenky,,2018,16,serialy-cz-sk,4507,https://online.sktorrent.eu/video/4507/milenky-s01e12-2018-sk,Milenky - S01E12 (2018)(SK),"no episode link, no title match",
missing,Kobayashi-San Chi No Maid Dragon -10,,,15,serialy-cz-sk-titulky,9298,https://online.sktorrent.eu/video/9298/kobayashi-san-chi-no-maid-dragon-10,Kobayashi-San Chi No Maid Dragon -10,"no episode link, no title match",
missing,Miša v Košiciach,,,14,serialy-cz-sk,60704,https://online.sktorrent.eu/video/60704/miša-v-košiciach-s01e14-sk,Miša v Košiciach S01E14 (SK),"no episode link, no title match",
missing,Bosch,,,14,serialy-cz-sk,49340,https://online.sktorrent.eu/video/49340/bosch-s02e04-cz,Bosch s02e04 (cz),"no episode link, no title match",Bosch: Odkaz / Bosch: Legacy  (sim=0.50)
missing,Barbie a dotek kouzla,,,14,serialy-cz-sk,33076,https://online.sktorrent.eu/video/33076/barbie-a-dotek-kouzla-s01e11,Barbie a dotek kouzla S01E11,"no episode link, no title match",
missing,Cautious Hero: The Hero Is Overpowered but Overly Cautious 11,,,14,serialy-cz-sk-titulky,13463,https://online.sktorrent.eu/video/13463/cautious-hero-the-hero-is-overpowered-but-overly-cautious-2-opraveno,Cautious Hero: The Hero Is Overpowered but Overly Cautious 2 (opraveno),"no episode link, no title match",
missing,The Devil Is a Part-Timer,,,14,serialy-cz-sk-titulky,13267,https://online.sktorrent.eu/video/13267/the-devil-is-a-part-timer,The Devil Is a Part-Timer,"no episode link, no title match",
missing,Sekirei Pure Engagement -13,,,14,serialy-cz-sk-titulky,9648,https://online.sktorrent.eu/video/9648/sekirei-pure-engagement-13,Sekirei Pure Engagement -13,"no episode link, no title match",
missing,Hra na oliheň: Výzva,,,13,"serialy-cz-sk,serialy-cz-sk-titulky",54231,https://online.sktorrent.eu/video/54231/hra-na-oliheň-výzva-s01e09-cz-dab,Hra na oliheň: Výzva S01E09 cz dab,"no episode link, no title match",Hra na oliheň / 오징어 게임  (sim=0.70)
missing,Druha svetova valka v barve 06 Stredomori a severni Afrika,,,13,serialy-cz-sk,43499,https://online.sktorrent.eu/video/43499/druha-svetova-valka-v-barve-13-vitezstvi-v-pacifiku,Druha svetova valka v barve 13 Vitezstvi v Pacifiku,"no episode link, no title match",
missing,Spartakus: Krev a písek,,2010,13,serialy-cz-sk,35561,https://online.sktorrent.eu/video/35561/spartakus-krev-a-písek-s01e13-2010-cz,Spartakus: Krev a písek (S01E13) (2010) (CZ),"no episode link, no title match",
missing,Gotham Knights,,,13,serialy-cz-sk,33225,https://online.sktorrent.eu/video/33225/gotham-knights-s01e13-cz,Gotham Knights s01e13 (CZ),"no episode link, no title match",
missing,Místo zločinu České Budějovice,,,13,serialy-cz-sk,28903,https://online.sktorrent.eu/video/28903/místo-zločinu-České-budějovice-s01e13-Žeton,Místo zločinu České Budějovice S01E13 - Žeton,"no episode link, no title match",Místo zločinu Zlín / Místo zločinu Zlín  (sim=0.41)
missing,O zvířatech a lidech,,1994,13,serialy-cz-sk,27572,https://online.sktorrent.eu/video/27572/o-zvířatech-a-lidech-1994-cz-e13-závod,O zvířatech a lidech (1994)(CZ) - E13.Závod,"no episode link, no title match",
missing,Emil z Lönnebergy,Emil i Lönneberga,1974,13,serialy-cz-sk,27539,https://online.sktorrent.eu/video/27539/emil-z-lönnebergy-emil-i-lönneberga-1974-sk-e13-veľká-metelica,Emil z Lönnebergy / Emil i Lönneberga (1974)(SK) - E13.Veľká metelica,"no episode link, no title match",
missing,My všichni školou povinní,,1984,13,serialy-cz-sk,27252,https://online.sktorrent.eu/video/27252/my-všichni-školou-povinní-1984-cz-13-zvoneni-na-casy,My všichni školou povinní (1984)(CZ) - 13.Zvoneni na casy,"no episode link, no title match",
missing,"Já, Claudius",,,13,serialy-cz-sk,20274,https://online.sktorrent.eu/video/20274/ja-claudius-epizoda-13,Ja Claudius (epizoda 13.),"no episode link, no title match",
missing,Misfits - Epizoda 7,,,13,serialy-cz-sk,15733,https://online.sktorrent.eu/video/15733/misfits-epizoda-7-s02e07-cz,Misfits - Epizoda 7 (S02E07)(CZ),"no episode link, no title match",
missing,Haiyore! Nyaruko-san -12,,,13,"serialy-cz-sk,serialy-cz-sk-titulky",10242,https://online.sktorrent.eu/video/10242/haiyore-nyaruko-san-3,Haiyore! Nyaruko-san -3,"no episode link, no title match",
missing,Miazgovci,,1969,13,serialy-cz-sk,5347,https://online.sktorrent.eu/video/5347/miazgovci-s01e12-cz-1969,Miazgovci S01E12 (CZ)(1969),"no episode link, no title match",
missing,Riget,"The Kingdom - Část třetí: Naslouchejte, a uslyšíte",,13,serialy-cz-sk-titulky,26449,https://online.sktorrent.eu/video/26449/riget-the-kingdom-Část-třináctá-exodus-s03e05,Riget / The Kingdom - Část třináctá: Exodus (S03E05),"no episode link, no title match",
missing,Zombieland Saga -09,,,13,serialy-cz-sk-titulky,18277,https://online.sktorrent.eu/video/18277/zombieland-saga-09,Zombieland Saga -09,"no episode link, no title match",
missing,Mahouka Koukou No Rettousei S2 -10,,,13,serialy-cz-sk-titulky,15008,https://online.sktorrent.eu/video/15008/mahouka-koukou-no-rettousei-s2-10,Mahouka Koukou No Rettousei S2 -10,"no episode link, no title match",
missing,Monster Musume No Oisha-San  -12,,,13,serialy-cz-sk-titulky,12807,https://online.sktorrent.eu/video/12807/monster-musume-no-oisha-san-12,Monster Musume No Oisha-San  -12,"no episode link, no title match",
missing,Musaigen no Phantom World -13,,,13,serialy-cz-sk-titulky,11186,https://online.sktorrent.eu/video/11186/musaigen-no-phantom-world-13,Musaigen no Phantom World -13,"no episode link, no title match",
missing,Witch Craft Works -13 Ova,,,13,serialy-cz-sk-titulky,10669,https://online.sktorrent.eu/video/10669/witch-craft-works-13-ova,Witch Craft Works -13 Ova,"no episode link, no title match",
missing,Kanojo Ga Flag Wo Oraretara -13,,,13,serialy-cz-sk-titulky,10479,https://online.sktorrent.eu/video/10479/kanojo-ga-flag-wo-oraretara-13,Kanojo Ga Flag Wo Oraretara -13,"no episode link, no title match",
missing,Seishun Buta Yarou wa Bunny Girl Senpai no Yume wo Mina -13,,,13,serialy-cz-sk-titulky,10466,https://online.sktorrent.eu/video/10466/seishun-buta-yarou-wa-bunny-girl-senpai-no-yume-wo-mina-13,Seishun Buta Yarou wa Bunny Girl Senpai no Yume wo Mina -13,"no episode link, no title match",
missing,Ore no Kanojo to Osananajimi ga Shuraba Sugiru -12,,,13,serialy-cz-sk-titulky,10422,https://online.sktorrent.eu/video/10422/ore-no-kanojo-to-osananajimi-ga-shuraba-sugiru-12,Ore no Kanojo to Osananajimi ga Shuraba Sugiru -12,"no episode link, no title match",
missing,Grisaia No Kajitsu -13,,,13,serialy-cz-sk-titulky,9494,https://online.sktorrent.eu/video/9494/grisaia-no-kajitsu-13,Grisaia No Kajitsu -13,"no episode link, no title match",
missing,Bokutachi Wa Benkyou Ga Dekinai S2 -13,,,13,serialy-cz-sk-titulky,9406,https://online.sktorrent.eu/video/9406/bokutachi-wa-benkyou-ga-dekinai-s2-13,Bokutachi Wa Benkyou Ga Dekinai S2 -13,"no episode link, no title match",
missing,Bokutachi Wa Benkyou Ga Dekinai -13,,,13,serialy-cz-sk-titulky,9393,https://online.sktorrent.eu/video/9393/bokutachi-wa-benkyou-ga-dekinai-13,Bokutachi Wa Benkyou Ga Dekinai -13,"no episode link, no title match",
missing,Youjo Senki -6.5,,,13,serialy-cz-sk-titulky,8614,https://online.sktorrent.eu/video/8614/youjo-senki-12,Youjo Senki -12,"no episode link, no title match",
missing,Twisted Metal,,,12,serialy-cz-sk,58901,https://online.sktorrent.eu/video/58901/twisted-metal-s02e12-cz,Twisted Metal / S02E12 / CZ,"no episode link, no title match",
missing,V zovretí,,,12,serialy-cz-sk,52944,https://online.sktorrent.eu/video/52944/v-zovretí-s01e12-sk,V zovretí S01E12 (SK),"no episode link, no title match",
missing,Najvyšší čas  Episode 1,,,12,serialy-cz-sk,44166,https://online.sktorrent.eu/video/44166/najvyšší-čas-seriál-episode-1-e12,Najvyšší čas (seriál) Episode 1 (E12),"no episode link, no title match",
missing,Bylo nás pět - 4. Pokoj lidem dobré vůle,,1994,12,serialy-cz-sk,38606,https://online.sktorrent.eu/video/38606/bylo-nás-pět-6-cesta-do-indie-a-zpět,Bylo nás pět - 6. Cesta do Indie a zpět,"no episode link, no title match",
missing,Vichry války,,,12,serialy-cz-sk,35173,https://online.sktorrent.eu/video/35173/vichry-války-01x11-y-do-melstromu-2,Vichry války 01x11 y -  Do Melstromu 2,"no episode link, no title match",
missing,Pošuci,Oddballs - Antiperspirant plný emocí,,12,serialy-cz-sk,25788,https://online.sktorrent.eu/video/25788/pošuci-oddballs-klonování-dinosaurů-e12-cz,Pošuci / Oddballs - Klonování dinosaurů (E12)(CZ),"no episode link, no title match",
missing,Ms. Marvel - Episode 6,,,12,"serialy-cz-sk,serialy-cz-sk-titulky",24762,https://online.sktorrent.eu/video/24762/ms-marvel-episode-6-e06-cz,Ms. Marvel - Episode 6 (E06)(CZ),"no episode link, no title match",
missing,Dakara Boku wa H ga Dekinai -03,,,12,"serialy-cz-sk,serialy-cz-sk-titulky",16674,https://online.sktorrent.eu/video/16674/dakara-boku-wa-h-ga-dekinai-03,Dakara Boku wa H ga Dekinai -03,"no episode link, no title match",
missing,Jmenuju se Earl,,,12,serialy-cz-sk,11181,https://online.sktorrent.eu/video/11181/jmenuju-se-earl-s01e12-cz,Jmenuju se Earl (S01E12)(CZ),"no episode link, no title match",
missing,Shoresy,,,12,serialy-cz-sk-titulky,56145,https://online.sktorrent.eu/video/56145/shoresy-s05e06-en,Shoresy / S05E06 / EN,"no episode link, no title match",
missing,All of Us Are Dead - Episode 12,,2022,12,serialy-cz-sk-titulky,21379,https://online.sktorrent.eu/video/21379/all-of-us-are-dead-episode-12-e12-2022,All of Us Are Dead - Episode 12 (E12)(2022),"no episode link, no title match",
missing,Quanzhi Fashi V 12,,,12,serialy-cz-sk-titulky,19742,https://online.sktorrent.eu/video/19742/quanzhi-fashi-v-12,Quanzhi Fashi V 12,"no episode link, no title match",
missing,Kobayashi-San Chi No Maid Dragon S2 - 12,,,12,serialy-cz-sk-titulky,19452,https://online.sktorrent.eu/video/19452/kobayashi-san-chi-no-maid-dragon-s2-12,Kobayashi-San Chi No Maid Dragon S2 - 12,"no episode link, no title match",
missing,Strike the blood IV -12,,,12,serialy-cz-sk-titulky,19143,https://online.sktorrent.eu/video/19143/strike-the-blood-iv-12,Strike the blood IV -12,"no episode link, no title match",
missing,Tensura nikki: Tensei šitara Slime datta ken -12,,,12,serialy-cz-sk-titulky,18235,https://online.sktorrent.eu/video/18235/tensura-nikki-tensei-šitara-slime-datta-ken-12,Tensura nikki: Tensei šitara Slime datta ken -12,"no episode link, no title match",Tensura nikki: Tensei shitara Slime datta ken / 転生したらスライムだった件 転スラ日記  (sim=0.82)
missing,Seijo no Maryoku wa Bannou Desu -12,,,12,serialy-cz-sk-titulky,18213,https://online.sktorrent.eu/video/18213/seijo-no-maryoku-wa-bannou-desu-12,Seijo no Maryoku wa Bannou Desu -12,"no episode link, no title match",
missing,Isekai Cheat Magician -12,,,12,serialy-cz-sk-titulky,17777,https://online.sktorrent.eu/video/17777/isekai-cheat-magician-12,Isekai Cheat Magician -12,"no episode link, no title match",
missing,Tsugu Tsugumomo -12,,,12,serialy-cz-sk-titulky,17692,https://online.sktorrent.eu/video/17692/tsugu-tsugumomo-12,Tsugu Tsugumomo -12,"no episode link, no title match",
missing,Yingxiong Zai Lin -12,,,12,serialy-cz-sk-titulky,17598,https://online.sktorrent.eu/video/17598/yingxiong-zai-lin-12,Yingxiong Zai Lin -12,"no episode link, no title match",
missing,Kaifuku Jutsushi No Yarinaoshi - 12,,,12,serialy-cz-sk-titulky,16899,https://online.sktorrent.eu/video/16899/kaifuku-jutsushi-no-yarinaoshi-12-uncensored-18,Kaifuku Jutsushi No Yarinaoshi - 12 (Uncensored) (18+),"no episode link, no title match",
missing,Go-Toubon No Hanayome S2 -12,,,12,serialy-cz-sk-titulky,16766,https://online.sktorrent.eu/video/16766/go-toubon-no-hanayome-s2-12,Go-Toubon No Hanayome S2 -12,"no episode link, no title match",
missing,Tatoeba Last Dungeon mae no mura no šónen ga džoban no mači de kurasu jó na monogatari -12,,,12,serialy-cz-sk-titulky,16748,https://online.sktorrent.eu/video/16748/tatoeba-last-dungeon-mae-no-mura-no-šónen-ga-džoban-no-mači-de-kurasu-jó-na-monogatari-12,Tatoeba Last Dungeon mae no mura no šónen ga džoban no mači de kurasu jó na monogatari -12,"no episode link, no title match",
missing,Quanzhi Fashi IV  02 cz,,,12,serialy-cz-sk-titulky,16323,https://online.sktorrent.eu/video/16323/quanzhi-fashi-iv-12-cz,Quanzhi Fashi IV 12 cz,"no episode link, no title match",
missing,Yakusoku no Neverland,The Promised Neverland,2019,12,serialy-cz-sk-titulky,16029,https://online.sktorrent.eu/video/16029/yakusoku-no-neverland-the-promised-neverland-s01e012-2019,Yakusoku no Neverland / The Promised Neverland (S01E012)(2019),"no episode link, no title match",
missing,Majo No Tabitabi -12,,,12,serialy-cz-sk-titulky,14429,https://online.sktorrent.eu/video/14429/majo-no-tabitabi-12,Majo No Tabitabi -12,"no episode link, no title match",
missing,High School Prodigies Have It Easy Even in Another World 12,,,12,serialy-cz-sk-titulky,13498,https://online.sktorrent.eu/video/13498/high-school-prodigies-have-it-easy-even-in-another-world-12,High School Prodigies Have It Easy Even in Another World 12,"no episode link, no title match",High School Prodigies Have It Easy Even in Another World! / 超人高校生たちは異世界でも余裕で生き抜くようです！  (sim=0.95)
missing,Ishuzoku Reviewers -12,,,12,serialy-cz-sk-titulky,13128,https://online.sktorrent.eu/video/13128/ishuzoku-reviewers-12-18,Ishuzoku Reviewers -12 (18+),"no episode link, no title match",
missing,Omamori Himari -12,,,12,serialy-cz-sk-titulky,11768,https://online.sktorrent.eu/video/11768/omamori-himari-12,Omamori Himari -12,"no episode link, no title match",
missing,Okusama ga SeitoKaichou!-12,,,12,serialy-cz-sk-titulky,11198,https://online.sktorrent.eu/video/11198/okusama-ga-seitokaichou-12,Okusama ga SeitoKaichou!-12,"no episode link, no title match",
missing,Shuumatsu Nani Shitemasuka? Isogashii Desuka? Sukutte Moratte Ii Desuka? -12,,,12,serialy-cz-sk-titulky,11033,https://online.sktorrent.eu/video/11033/shuumatsu-nani-shitemasuka-isogashii-desuka-sukutte-moratte-ii-desuka-12,Shuumatsu Nani Shitemasuka? Isogashii Desuka? Sukutte Moratte Ii Desuka? -12,"no episode link, no title match",
missing,Demi-chan wa Kataritai-12,,,12,serialy-cz-sk-titulky,10866,https://online.sktorrent.eu/video/10866/demi-chan-wa-kataritai-12,Demi-chan wa Kataritai-12,"no episode link, no title match",
missing,Rokujouma no Shinryakusha?! -12,,,12,serialy-cz-sk-titulky,10434,https://online.sktorrent.eu/video/10434/rokujouma-no-shinryakusha-12,Rokujouma no Shinryakusha?! -12,"no episode link, no title match",
missing,Saijaku Muhai no Bahamut -12,,,12,serialy-cz-sk-titulky,10137,https://online.sktorrent.eu/video/10137/saijaku-muhai-no-bahamut-12,Saijaku Muhai no Bahamut -12,"no episode link, no title match",
missing,Death March kara Hajimaru Isekai Kyousoukyoku -12,,,12,serialy-cz-sk-titulky,10111,https://online.sktorrent.eu/video/10111/death-march-kara-hajimaru-isekai-kyousoukyoku-12,Death March kara Hajimaru Isekai Kyousoukyoku -12,"no episode link, no title match",
missing,Absolute Duo -12,,,12,serialy-cz-sk-titulky,10097,https://online.sktorrent.eu/video/10097/absolute-duo-12,Absolute Duo -12,"no episode link, no title match",
missing,Masou Gakuen HxH -12,,,12,serialy-cz-sk-titulky,10085,https://online.sktorrent.eu/video/10085/masou-gakuen-hxh-12,Masou Gakuen HxH -12,"no episode link, no title match",
missing,Seikoku No Dragonar -12,,,12,serialy-cz-sk-titulky,10049,https://online.sktorrent.eu/video/10049/seikoku-no-dragonar-12,Seikoku No Dragonar -12,"no episode link, no title match",
missing,Shomin Sample -12,,,12,serialy-cz-sk-titulky,10015,https://online.sktorrent.eu/video/10015/shomin-sample-12,Shomin Sample -12,"no episode link, no title match",
missing,To love ru - Motto 12,,,12,serialy-cz-sk-titulky,9904,https://online.sktorrent.eu/video/9904/to-love-ru-motto-12,To love ru - Motto 12,"no episode link, no title match",
missing,Busou Shoujo Machiavellianism -12,,,12,serialy-cz-sk-titulky,9850,https://online.sktorrent.eu/video/9850/busou-shoujo-machiavellianism-12,Busou Shoujo Machiavellianism -12,"no episode link, no title match",
missing,Yuragi-sou no Yuuna-san -12,,,12,serialy-cz-sk-titulky,9537,https://online.sktorrent.eu/video/9537/yuragi-sou-no-yuuna-san-12,Yuragi-sou no Yuuna-san -12,"no episode link, no title match",
missing,Go-Toubon No Hanayome -12,,,12,serialy-cz-sk-titulky,9418,https://online.sktorrent.eu/video/9418/go-toubon-no-hanayome-12,Go-Toubon No Hanayome -12,"no episode link, no title match",
missing,Gate Jieitai Kanochi nite Kaku Tatakaeri II -12,,,12,serialy-cz-sk-titulky,9325,https://online.sktorrent.eu/video/9325/gate-jieitai-kanochi-nite-kaku-tatakaeri-ii-12,Gate Jieitai Kanochi nite Kaku Tatakaeri II -12,"no episode link, no title match",
missing,Gate Jieitai Kanochi nite Kaku Tatakaeri -12,,,12,serialy-cz-sk-titulky,9311,https://online.sktorrent.eu/video/9311/gate-jieitai-kanochi-nite-kaku-tatakaeri-12,Gate Jieitai Kanochi nite Kaku Tatakaeri -12,"no episode link, no title match",
missing,Hyakuren No Haou To Seiyaku No Valkyria -12,,,12,serialy-cz-sk-titulky,9238,https://online.sktorrent.eu/video/9238/hyakuren-no-haou-to-seiyaku-no-valkyria-12,Hyakuren No Haou To Seiyaku No Valkyria -12,"no episode link, no title match",
