status,cz_title,en_title,year,episode_count,categories,sample_video_id,sample_url,sample_title,reason,closest_db_match
missing,09. Ve jménu vlasti - Křížová palba,,,1,serialy-cz-sk,36152,https://online.sktorrent.eu/video/36152/09-ve-jménu-vlasti-křížová-palba,09. Ve jménu vlasti - Křížová palba,"no episode link, no title match",Ve jménu vlasti / Homeland  (sim=0.47)
missing,08. Ve jménu vlasti - Achillova pata,,,1,serialy-cz-sk,36151,https://online.sktorrent.eu/video/36151/08-ve-jménu-vlasti-achillova-pata,08. Ve jménu vlasti - Achillova pata,"no episode link, no title match",Ve jménu vlasti / Homeland  (sim=0.45)
missing,07.Ve jménu vlasti   Víkend,,,1,serialy-cz-sk,36150,https://online.sktorrent.eu/video/36150/07-ve-jménu-vlasti-víkend,07.Ve jménu vlasti   Víkend,"no episode link, no title match",Ve jménu vlasti / Homeland  (sim=0.62)
missing,06. Ve jménu vlasti - Dobrý voják,,,1,serialy-cz-sk,36149,https://online.sktorrent.eu/video/36149/06-ve-jménu-vlasti-dobrý-voják,06. Ve jménu vlasti - Dobrý voják,"no episode link, no title match",Ve jménu vlasti / Homeland  (sim=0.52)
missing,05.Ve jménu vlasti-  Slepé místo,,,1,serialy-cz-sk,36148,https://online.sktorrent.eu/video/36148/05-ve-jménu-vlasti-slepé-místo,05.Ve jménu vlasti-  Slepé místo,"no episode link, no title match",Ve jménu vlasti / Homeland  (sim=0.50)
missing,04. Ve jménu vlasti - Věrný sobě,,,1,serialy-cz-sk,36147,https://online.sktorrent.eu/video/36147/04-ve-jménu-vlasti-věrný-sobě,04. Ve jménu vlasti - Věrný sobě,"no episode link, no title match",Ve jménu vlasti / Homeland  (sim=0.56)
missing,03. Ve jménu vlasti -Čisté ruce,,,1,serialy-cz-sk,36146,https://online.sktorrent.eu/video/36146/03-ve-jménu-vlasti-Čisté-ruce,03. Ve jménu vlasti -Čisté ruce,"no episode link, no title match",Ve jménu vlasti / Homeland  (sim=0.52)
missing,02. Ve jménu vlasti -Modlitba,,,1,serialy-cz-sk,36145,https://online.sktorrent.eu/video/36145/02-ve-jménu-vlasti-modlitba,02. Ve jménu vlasti -Modlitba,"no episode link, no title match",Ve jménu vlasti / Homeland  (sim=0.56)
missing,01. Ve jménu vlasti,,,1,serialy-cz-sk,36144,https://online.sktorrent.eu/video/36144/01-ve-jménu-vlasti,01. Ve jménu vlasti,"no episode link, no title match",Ve jménu vlasti / Homeland  (sim=0.83)
missing,Protiúder 3 - 10.-  Odplata,,,1,serialy-cz-sk,36120,https://online.sktorrent.eu/video/36120/protiúder-3-10-odplata,Protiúder 3 - 10.-  Odplata,"no episode link, no title match",
missing,5 Černá země,,,1,serialy-cz-sk,36068,https://online.sktorrent.eu/video/36068/5-Černá-země,5 Černá země,"no episode link, no title match",
missing,4. Černá země - Kuba Sršán,,,1,serialy-cz-sk,36067,https://online.sktorrent.eu/video/36067/4-Černá-země-kuba-sršán,4. Černá země - Kuba Sršán,"no episode link, no title match",
missing,3. Černá země,,,1,serialy-cz-sk,36066,https://online.sktorrent.eu/video/36066/3-Černá-země,3. Černá země,"no episode link, no title match",
missing,2 Černá země,,,1,serialy-cz-sk,36065,https://online.sktorrent.eu/video/36065/2-Černá-země,2 Černá země,"no episode link, no title match",
missing,1. Černá země,,,1,serialy-cz-sk,36064,https://online.sktorrent.eu/video/36064/1-Černá-země,1. Černá země,"no episode link, no title match",
missing,13 Tajemství šifrovací věže,,,1,serialy-cz-sk,35933,https://online.sktorrent.eu/video/35933/13-tajemství-šifrovací-věže,13 Tajemství šifrovací věže,"no episode link, no title match",
missing,12 Tajemstvi sifrovaci veze CZdab,,,1,serialy-cz-sk,35932,https://online.sktorrent.eu/video/35932/12-tajemstvi-sifrovaci-veze-valecny-serial-czdab,12 Tajemstvi sifrovaci veze (valecny serial) CZdab,"no episode link, no title match",
missing,11 Tajemstvi sifrovaci veze CZdabxx,,,1,serialy-cz-sk,35931,https://online.sktorrent.eu/video/35931/11-tajemstvi-sifrovaci-veze-valecny-serial-czdabxx,11 Tajemstvi sifrovaci veze (valecny serial) CZdabxx,"no episode link, no title match",
missing,10 Tajemství šifrovací věže,,,1,serialy-cz-sk,35930,https://online.sktorrent.eu/video/35930/10-tajemství-šifrovací-věže,10 Tajemství šifrovací věže,"no episode link, no title match",
missing,09 Tajemstvi sifrovaci veze CZdab,,,1,serialy-cz-sk,35929,https://online.sktorrent.eu/video/35929/09-tajemstvi-sifrovaci-veze-valecny-serial-czdab,09 Tajemstvi sifrovaci veze (valecny serial) CZdab,"no episode link, no title match",
missing,08 Tajemstvi sifrovaci veze CZdab,,,1,serialy-cz-sk,35928,https://online.sktorrent.eu/video/35928/08-tajemstvi-sifrovaci-veze-valecny-serial-czdab,08 Tajemstvi sifrovaci veze (valecny serial) CZdab,"no episode link, no title match",
missing,07 Tajemstvi sifrovaci veze CZdab,,,1,serialy-cz-sk,35927,https://online.sktorrent.eu/video/35927/07-tajemstvi-sifrovaci-veze-valecny-serial-czdab,07 Tajemstvi sifrovaci veze (valecny serial) CZdab,"no episode link, no title match",
missing,06 Tajemstvi sifrovaci veze CZdab,,,1,serialy-cz-sk,35926,https://online.sktorrent.eu/video/35926/06-tajemstvi-sifrovaci-veze-valecny-serial-czdab,06 Tajemstvi sifrovaci veze (valecny serial) CZdab,"no episode link, no title match",
missing,05 Tajemstvi sifrovaci veze CZdab,,,1,serialy-cz-sk,35925,https://online.sktorrent.eu/video/35925/05-tajemstvi-sifrovaci-veze-valecny-serial-czdab,05 Tajemstvi sifrovaci veze (valecny serial) CZdab,"no episode link, no title match",
missing,04 Tajemstvi sifrovaci veze CZdab,,,1,serialy-cz-sk,35924,https://online.sktorrent.eu/video/35924/04-tajemstvi-sifrovaci-veze-valecny-serial-czdab,04 Tajemstvi sifrovaci veze (valecny serial) CZdab,"no episode link, no title match",
missing,03 Tajemstvi sifrovaci veze CZdab,,,1,serialy-cz-sk,35923,https://online.sktorrent.eu/video/35923/03-tajemstvi-sifrovaci-veze-valecny-serial-czdab,03 Tajemstvi sifrovaci veze (valecny serial) CZdab,"no episode link, no title match",
missing,02 Tajemstvi sifrovaci veze CZdab,,,1,serialy-cz-sk,35922,https://online.sktorrent.eu/video/35922/02-tajemstvi-sifrovaci-veze-valecny-serial-czdab,02 Tajemstvi sifrovaci veze (valecny serial) CZdab,"no episode link, no title match",
missing,"Sever a Jih 9,10.díl",,,1,serialy-cz-sk,35891,https://online.sktorrent.eu/video/35891/sever-a-jih-9-10-díl,"Sever a Jih 9,10.díl","no episode link, no title match",
missing,"Sever a Jih 7,8.díl",,,1,serialy-cz-sk,35889,https://online.sktorrent.eu/video/35889/sever-a-jih-7-8-díl,"Sever a Jih 7,8.díl","no episode link, no title match",
missing,"Sever a Jih 5,6.díl",,,1,serialy-cz-sk,35888,https://online.sktorrent.eu/video/35888/sever-a-jih-5-6-díl,"Sever a Jih 5,6.díl","no episode link, no title match",
missing,"Sever a Jih 3,4.díl",,,1,serialy-cz-sk,35886,https://online.sktorrent.eu/video/35886/sever-a-jih-3-4-díl,"Sever a Jih 3,4.díl","no episode link, no title match",
missing,Holocaust-4a.dil,,,1,serialy-cz-sk,35683,https://online.sktorrent.eu/video/35683/holocaust-4a-dil,Holocaust-4a.dil,"no episode link, no title match",Holocaust / Holocaust  (sim=0.59)
missing,8. Povstalecká historie Blízko je deň,,,1,serialy-cz-sk,35674,https://online.sktorrent.eu/video/35674/8-povstalecká-historie-blízko-je-deň-e08,8. Povstalecká historie Blízko je deň (E08),"no episode link, no title match",
missing,7. Povstalecká historie Na život a na smrť,,,1,serialy-cz-sk,35673,https://online.sktorrent.eu/video/35673/7-povstalecká-historie-na-život-a-na-smrť-e07,7. Povstalecká historie Na život a na smrť (E07),"no episode link, no title match",
missing,6. Povstalecká historieHromy divo bijú,,,1,serialy-cz-sk,35672,https://online.sktorrent.eu/video/35672/6-povstalecká-historiehromy-divo-bijú-e06,6. Povstalecká historieHromy divo bijú (E06),"no episode link, no title match",
missing,5. Povstalecká historie Augustové dni,,,1,serialy-cz-sk,35671,https://online.sktorrent.eu/video/35671/5-povstalecká-historie-augustové-dni-e05,5. Povstalecká historie Augustové dni (E05),"no episode link, no title match",
missing,4. Povstalecká historie V skrytom bode varu,,,1,serialy-cz-sk,35666,https://online.sktorrent.eu/video/35666/4-povstalecká-historie-v-skrytom-bode-varu-e04,4. Povstalecká historie V skrytom bode varu (E04),"no episode link, no title match",
missing,3. Povstalecká historie Vel'ký projekt,,,1,serialy-cz-sk,35665,https://online.sktorrent.eu/video/35665/3-povstalecká-historie-vel-ký-projekt-e03,3. Povstalecká historie Vel&#039;ký projekt (E03),"no episode link, no title match",
missing,2. Povstalecká historie Obrat,,,1,serialy-cz-sk,35664,https://online.sktorrent.eu/video/35664/2-povstalecká-historie-obrat-e02,2. Povstalecká historie Obrat (E02),"no episode link, no title match",
missing,1. Povstalecká historie Hra s ohňom,,,1,serialy-cz-sk,35663,https://online.sktorrent.eu/video/35663/1-povstalecká-historie-hra-s-ohňom-e01,1. Povstalecká historie Hra s ohňom (E01),"no episode link, no title match",
missing,08. Píseň pro Rudolfa III -Betlém,,,1,serialy-cz-sk,35641,https://online.sktorrent.eu/video/35641/08-píseň-pro-rudolfa-iii-betlém,08. Píseň pro Rudolfa III -Betlém,"no episode link, no title match",
missing,07. Pisen pro Rudolfa III -hrabe Monte Christo,,,1,serialy-cz-sk,35640,https://online.sktorrent.eu/video/35640/07-pisen-pro-rudolfa-iii-hrabe-monte-christo,07. Pisen pro Rudolfa III -hrabe Monte Christo,"no episode link, no title match",Hrabě Monte Christo / Le Comte de Monte-Cristo  (sim=0.45)
missing,06. Píseň pro Rudolfa III. Rudolf III. na dvoře Leonida I. Úvod k nenatočenému 6.dílu,,,1,serialy-cz-sk,35639,https://online.sktorrent.eu/video/35639/06-píseň-pro-rudolfa-iii-rudolf-iii-na-dvoře-leonida-i-Úvod-k-nenatočenému-6-dílu,06. Píseň pro Rudolfa III. Rudolf III. na dvoře Leonida I. Úvod k nenatočenému 6.dílu,"no episode link, no title match",
missing,05. Píseň pro Rudolfa III. -Loupež století,,,1,serialy-cz-sk,35638,https://online.sktorrent.eu/video/35638/05-píseň-pro-rudolfa-iii-loupež-století,05. Píseň pro Rudolfa III. -Loupež století,"no episode link, no title match",
missing,04. Pisen pro Rudolfa III - Albrecht z Valdstejna,,,1,serialy-cz-sk,35637,https://online.sktorrent.eu/video/35637/04-pisen-pro-rudolfa-iii-albrecht-z-valdstejna,04. Pisen pro Rudolfa III - Albrecht z Valdstejna,"no episode link, no title match",
missing,03. Pisen pro Rudolfa III -miss Diorling,,,1,serialy-cz-sk,35636,https://online.sktorrent.eu/video/35636/03-pisen-pro-rudolfa-iii-miss-diorling,03. Pisen pro Rudolfa III -miss Diorling,"no episode link, no title match",
missing,02. Pisen pro Rudolfa III Muž v redingotu,,,1,serialy-cz-sk,35635,https://online.sktorrent.eu/video/35635/02-pisen-pro-rudolfa-iii-muž-v-redingotu,02. Pisen pro Rudolfa III Muž v redingotu,"no episode link, no title match",
missing,01. Pisen pro Rudolfa III Křeslo,,,1,serialy-cz-sk,35634,https://online.sktorrent.eu/video/35634/01-pisen-pro-rudolfa-iii-křeslo,01. Pisen pro Rudolfa III Křeslo,"no episode link, no title match",
missing,39. Cetnické humoresky - Epilog,,,1,serialy-cz-sk,35520,https://online.sktorrent.eu/video/35520/39-cetnické-humoresky-epilog,39. Cetnické humoresky - Epilog,"no episode link, no title match",
missing,38. Cetnicke_humoresky - Posledni_soud,,,1,serialy-cz-sk,35519,https://online.sktorrent.eu/video/35519/38-cetnicke-humoresky-posledni-soud,38. Cetnicke_humoresky - Posledni_soud,"no episode link, no title match",
missing,37. Cetnické humoresky - Klondajk,,,1,serialy-cz-sk,35518,https://online.sktorrent.eu/video/35518/37-cetnické-humoresky-klondajk,37. Cetnické humoresky - Klondajk,"no episode link, no title match",
missing,36. Cetnické humoresky - Pojistka,,,1,serialy-cz-sk,35517,https://online.sktorrent.eu/video/35517/36-cetnické-humoresky-pojistka,36. Cetnické humoresky - Pojistka,"no episode link, no title match",
missing,35. Cetnické humoresky - Skokan,,,1,serialy-cz-sk,35516,https://online.sktorrent.eu/video/35516/35-cetnické-humoresky-skokan,35. Cetnické humoresky - Skokan,"no episode link, no title match",
missing,34. Cetnické humoresky - Tizian,,,1,serialy-cz-sk,35515,https://online.sktorrent.eu/video/35515/34-cetnické-humoresky-tizian,34. Cetnické humoresky - Tizian,"no episode link, no title match",
missing,33. Cetnické humoresky- Formule,,,1,serialy-cz-sk,35512,https://online.sktorrent.eu/video/35512/33-cetnické-humoresky-formule,33. Cetnické humoresky- Formule,"no episode link, no title match",
missing,32. Cetnické humoresky -  Havrani,,,1,serialy-cz-sk,35511,https://online.sktorrent.eu/video/35511/32-cetnické-humoresky-havrani,32. Cetnické humoresky -  Havrani,"no episode link, no title match",
missing,31. Cetnické humoresky - Dědic,,,1,serialy-cz-sk,35510,https://online.sktorrent.eu/video/35510/31-cetnické-humoresky-dědic,31. Cetnické humoresky - Dědic,"no episode link, no title match",
missing,30. Cetnické humoresky - Poklad,,,1,serialy-cz-sk,35509,https://online.sktorrent.eu/video/35509/30-cetnické-humoresky-poklad,30. Cetnické humoresky - Poklad,"no episode link, no title match",
missing,29. Cetnické humoresky  - Pamlsek,,,1,serialy-cz-sk,35508,https://online.sktorrent.eu/video/35508/29-cetnické-humoresky-pamlsek,29. Cetnické humoresky  - Pamlsek,"no episode link, no title match",
missing,28. Cetnické humoresky  - Rýhonosec řepný,,,1,serialy-cz-sk,35507,https://online.sktorrent.eu/video/35507/28-cetnické-humoresky-rýhonosec-řepný,28. Cetnické humoresky  - Rýhonosec řepný,"no episode link, no title match",
missing,27. Cetnické humoresky - Majlant,,,1,serialy-cz-sk,35506,https://online.sktorrent.eu/video/35506/27-cetnické-humoresky-majlant,27. Cetnické humoresky - Majlant,"no episode link, no title match",
missing,26. Cetnické humoresky  - Slavnost,,,1,serialy-cz-sk,35502,https://online.sktorrent.eu/video/35502/26-cetnické-humoresky-slavnost,26. Cetnické humoresky  - Slavnost,"no episode link, no title match",
missing,25. Cetnické humoresky - Loupežník,,,1,serialy-cz-sk,35501,https://online.sktorrent.eu/video/35501/25-cetnické-humoresky-loupežník,25. Cetnické humoresky - Loupežník,"no episode link, no title match",
missing,24. Cetnicke humoresky - Hypnotizér,,,1,serialy-cz-sk,35500,https://online.sktorrent.eu/video/35500/24-cetnicke-humoresky-hypnotizér,24. Cetnicke humoresky - Hypnotizér,"no episode link, no title match",
missing,23. Cetnické humoresky - Bouřka,,,1,serialy-cz-sk,35499,https://online.sktorrent.eu/video/35499/23-cetnické-humoresky-bouřka,23. Cetnické humoresky - Bouřka,"no episode link, no title match",
missing,22. Cetnicke humoresky  - Doktor smrt část 2,,,1,serialy-cz-sk,35498,https://online.sktorrent.eu/video/35498/22-cetnicke-humoresky-doktor-smrt-část-2,22. Cetnicke humoresky  - Doktor smrt část 2,"no episode link, no title match",
missing,"21. Cetnické humoresky  - Doktor Smrt, část 1",,,1,serialy-cz-sk,35497,https://online.sktorrent.eu/video/35497/21-cetnické-humoresky-doktor-smrt-část-1,"21. Cetnické humoresky  - Doktor Smrt, část 1","no episode link, no title match",
missing,20. Cetnické humoresky -Táta,,,1,serialy-cz-sk,35495,https://online.sktorrent.eu/video/35495/20-cetnické-humoresky-táta,20. Cetnické humoresky -Táta,"no episode link, no title match",
missing,19. Cetnické humoresky - Návrat,,,1,serialy-cz-sk,35493,https://online.sktorrent.eu/video/35493/19-cetnické-humoresky-návrat,19. Cetnické humoresky - Návrat,"no episode link, no title match",
missing,18. Cetnické humoresky- Čest rodu,,,1,serialy-cz-sk,35490,https://online.sktorrent.eu/video/35490/18-cetnické-humoresky-Čest-rodu,18. Cetnické humoresky- Čest rodu,"no episode link, no title match",
missing,17. Cetnické humoresky  - Ochotnici,,,1,serialy-cz-sk,35487,https://online.sktorrent.eu/video/35487/17-cetnické-humoresky-ochotnici,17. Cetnické humoresky  - Ochotnici,"no episode link, no title match",
missing,16. Cetnické humoresky - Vdavky za všechny prachy,,,1,serialy-cz-sk,35486,https://online.sktorrent.eu/video/35486/16-cetnické-humoresky-vdavky-za-všechny-prachy,16. Cetnické humoresky - Vdavky za všechny prachy,"no episode link, no title match",
missing,15. Cetnicke humoresky - Ohnestrujce,,,1,serialy-cz-sk,35485,https://online.sktorrent.eu/video/35485/15-cetnicke-humoresky-ohnestrujce,15. Cetnicke humoresky - Ohnestrujce,"no episode link, no title match",
missing,14. Cetnické humoresky - Klaudynka,,,1,serialy-cz-sk,35482,https://online.sktorrent.eu/video/35482/14-cetnické-humoresky-klaudynka,14. Cetnické humoresky - Klaudynka,"no episode link, no title match",
missing,13. Cetnické humoresky -  Narodil se Kristus Pán,,,1,serialy-cz-sk,35463,https://online.sktorrent.eu/video/35463/13-cetnické-humoresky-narodil-se-kristus-pán,13. Cetnické humoresky -  Narodil se Kristus Pán,"no episode link, no title match",
missing,12. Cetnicke humoresky  - Cerna ruka,,,1,serialy-cz-sk,35462,https://online.sktorrent.eu/video/35462/12-cetnicke-humoresky-cerna-ruka,12. Cetnicke humoresky  - Cerna ruka,"no episode link, no title match",
missing,11. Cetnické humoresky -   Lazenske Intermezzo,,,1,serialy-cz-sk,35461,https://online.sktorrent.eu/video/35461/11-cetnické-humoresky-lazenske-intermezzo,11. Cetnické humoresky -   Lazenske Intermezzo,"no episode link, no title match",
missing,10. Cetnické humoresky - Repetent,,,1,serialy-cz-sk,35460,https://online.sktorrent.eu/video/35460/10-cetnické-humoresky-repetent,10. Cetnické humoresky - Repetent,"no episode link, no title match",
missing,09. Cetnické humoresky -Svatba,,,1,serialy-cz-sk,35458,https://online.sktorrent.eu/video/35458/09-cetnické-humoresky-svatba,09. Cetnické humoresky -Svatba,"no episode link, no title match",
missing,08. Cetnické humoresky - Ferda Mravenec,,,1,serialy-cz-sk,35457,https://online.sktorrent.eu/video/35457/08-cetnické-humoresky-ferda-mravenec,08. Cetnické humoresky - Ferda Mravenec,"no episode link, no title match",
missing,07. Cetnické humoresky  - Grunt,,,1,serialy-cz-sk,35456,https://online.sktorrent.eu/video/35456/07-cetnické-humoresky-grunt,07. Cetnické humoresky  - Grunt,"no episode link, no title match",
missing,06. Cetnické humoresky  - Smesny Vrah,,,1,serialy-cz-sk,35455,https://online.sktorrent.eu/video/35455/06-cetnické-humoresky-smesny-vrah,06. Cetnické humoresky  - Smesny Vrah,"no episode link, no title match",
missing,04. Cetnické humoresky - Beata,,,1,serialy-cz-sk,35450,https://online.sktorrent.eu/video/35450/04-cetnické-humoresky-beata,04. Cetnické humoresky - Beata,"no episode link, no title match",
missing,03. Cetnicke humoresky  - Medovina,,,1,serialy-cz-sk,35448,https://online.sktorrent.eu/video/35448/03-cetnicke-humoresky-medovina,03. Cetnicke humoresky  - Medovina,"no episode link, no title match",
missing,02. Cetnicke humoresky  - Volavka,,,1,serialy-cz-sk,35447,https://online.sktorrent.eu/video/35447/02-cetnicke-humoresky-volavka,02. Cetnicke humoresky  - Volavka,"no episode link, no title match",
missing,01. Cetnické humoresky - Slepice versus Slepička,,,1,serialy-cz-sk,35446,https://online.sktorrent.eu/video/35446/01-cetnické-humoresky-slepice-versus-slepička,01. Cetnické humoresky - Slepice versus Slepička,"no episode link, no title match",
missing,8.Taková normální rodinka,,,1,serialy-cz-sk,35375,https://online.sktorrent.eu/video/35375/8-taková-normální-rodinka,8.Taková normální rodinka,"no episode link, no title match",
missing,7.Taková normální rodinka,,,1,serialy-cz-sk,35373,https://online.sktorrent.eu/video/35373/7-taková-normální-rodinka,7.Taková normální rodinka,"no episode link, no title match",
missing,6.Taková normální rodinka,,,1,serialy-cz-sk,35372,https://online.sktorrent.eu/video/35372/6-taková-normální-rodinka,6.Taková normální rodinka,"no episode link, no title match",
missing,5.Taková normální rodinka,,,1,serialy-cz-sk,35371,https://online.sktorrent.eu/video/35371/5-taková-normální-rodinka,5.Taková normální rodinka,"no episode link, no title match",
missing,4.Taková normální rodinka,,,1,serialy-cz-sk,35370,https://online.sktorrent.eu/video/35370/4-taková-normální-rodinka,4.Taková normální rodinka,"no episode link, no title match",
missing,3.Taková normální rodinka,,,1,serialy-cz-sk,35368,https://online.sktorrent.eu/video/35368/3-taková-normální-rodinka,3.Taková normální rodinka,"no episode link, no title match",
missing,2.Taková normální rodinka,,,1,serialy-cz-sk,35367,https://online.sktorrent.eu/video/35367/2-taková-normální-rodinka,2.Taková normální rodinka,"no episode link, no title match",
missing,1. Taková normální rodinka,,,1,serialy-cz-sk,35366,https://online.sktorrent.eu/video/35366/1-taková-normální-rodinka,1. Taková normální rodinka,"no episode link, no title match",
missing,13. Rodáci,,,1,serialy-cz-sk,35246,https://online.sktorrent.eu/video/35246/13-rodáci,13. Rodáci,"no episode link, no title match",
missing,12. Rodáci,,,1,serialy-cz-sk,35245,https://online.sktorrent.eu/video/35245/12-rodáci,12. Rodáci,"no episode link, no title match",
missing,11.Rodáci,,,1,serialy-cz-sk,35244,https://online.sktorrent.eu/video/35244/11-rodáci,11.Rodáci,"no episode link, no title match",
missing,10.Rodáci,,,1,serialy-cz-sk,35243,https://online.sktorrent.eu/video/35243/10-rodáci,10.Rodáci,"no episode link, no title match",
missing,09. Rodáci,,,1,serialy-cz-sk,35242,https://online.sktorrent.eu/video/35242/09-rodáci,09. Rodáci,"no episode link, no title match",
missing,08. Rodáci,,,1,serialy-cz-sk,35241,https://online.sktorrent.eu/video/35241/08-rodáci,08. Rodáci,"no episode link, no title match",
missing,07.Rodáci,,,1,serialy-cz-sk,35240,https://online.sktorrent.eu/video/35240/07-rodáci,07.Rodáci,"no episode link, no title match",
missing,06. Rodáci,,,1,serialy-cz-sk,35233,https://online.sktorrent.eu/video/35233/06-rodáci,06. Rodáci,"no episode link, no title match",
missing,05. Rodáci,,,1,serialy-cz-sk,35232,https://online.sktorrent.eu/video/35232/05-rodáci,05. Rodáci,"no episode link, no title match",
missing,04 Rodáci,,,1,serialy-cz-sk,35230,https://online.sktorrent.eu/video/35230/04-rodáci,04 Rodáci,"no episode link, no title match",
missing,03. Rodáci,,,1,serialy-cz-sk,35229,https://online.sktorrent.eu/video/35229/03-rodáci,03. Rodáci,"no episode link, no title match",
missing,02 Rodáci,,,1,serialy-cz-sk,35228,https://online.sktorrent.eu/video/35228/02-rodáci,02 Rodáci,"no episode link, no title match",
missing,Rodáci 01,,,1,serialy-cz-sk,35227,https://online.sktorrent.eu/video/35227/rodáci-01,Rodáci 01.,"no episode link, no title match",
missing,Základka - Ředitel,,,1,serialy-cz-sk,35070,https://online.sktorrent.eu/video/35070/základka-Ředitel-e10,Základka - Ředitel (E10),"no episode link, no title match",
missing,Základka - Chemie lásky,,,1,serialy-cz-sk,35063,https://online.sktorrent.eu/video/35063/základka-chemie-lásky-e09,Základka - Chemie lásky (E09),"no episode link, no title match",
missing,Základka - Školou chodí Mikuláš,,,1,serialy-cz-sk,35062,https://online.sktorrent.eu/video/35062/základka-Školou-chodí-mikuláš-e08,Základka - Školou chodí Mikuláš (E08),"no episode link, no title match",
missing,Základka - Homosexuál,,,1,serialy-cz-sk,35061,https://online.sktorrent.eu/video/35061/základka-homosexuál-e07,Základka - Homosexuál (E07),"no episode link, no title match",
missing,Základka - V nouzi poznáš charakter,,,1,serialy-cz-sk,35060,https://online.sktorrent.eu/video/35060/základka-v-nouzi-poznáš-charakter-e06,Základka - V nouzi poznáš charakter (E06),"no episode link, no title match",
missing,Základka - Ochrana člověka za mimořádných událostí,,,1,serialy-cz-sk,35059,https://online.sktorrent.eu/video/35059/základka-ochrana-člověka-za-mimořádných-událostí-e05,Základka - Ochrana člověka za mimořádných událostí (E05),"no episode link, no title match",
missing,Základka - Maminka,,,1,serialy-cz-sk,35058,https://online.sktorrent.eu/video/35058/základka-maminka-e04,Základka - Maminka (E04),"no episode link, no title match",
missing,Základka - Kauza Oktábes,,,1,serialy-cz-sk,35057,https://online.sktorrent.eu/video/35057/základka-kauza-oktábes-e03,Základka - Kauza Oktábes (E03),"no episode link, no title match",
missing,Základka -  Proslov,,,1,serialy-cz-sk,35056,https://online.sktorrent.eu/video/35056/základka-proslov-e02,Základka -  Proslov (E02),"no episode link, no title match",
missing,Základka -  Sborovna,,,1,serialy-cz-sk,35055,https://online.sktorrent.eu/video/35055/základka-sborovna-e01,Základka -  Sborovna (E01),"no episode link, no title match",
missing,Planeta upírů,,1965,1,serialy-cz-sk,34985,https://online.sktorrent.eu/video/34985/planeta-upírů-1965,Planeta upírů (1965),"no episode link, no title match",
missing,"Koruna-The.Crown -Sleep, Dearie Sleep",,,1,serialy-cz-sk,34720,https://online.sktorrent.eu/video/34720/koruna-the-crown-sleep-dearie-sleep-s06e10,"Koruna-The.Crown -Sleep, Dearie Sleep (S06E10)","no episode link, no title match",
missing,Koruna-The.Crown -Nadějná,,,1,serialy-cz-sk,34719,https://online.sktorrent.eu/video/34719/koruna-the-crown-nadějná-s06e09,Koruna-The.Crown -Nadějná (S06E09),"no episode link, no title match",Koruna / The Crown  (sim=0.42)
missing,Koruna-The.Crown -Ritz,,,1,serialy-cz-sk,34718,https://online.sktorrent.eu/video/34718/koruna-the-crown-ritz-s06e08,Koruna-The.Crown -Ritz (S06E08),"no episode link, no title match",Koruna / The Crown  (sim=0.45)
missing,Koruna-The.Crown -Alma mater,,,1,serialy-cz-sk,34717,https://online.sktorrent.eu/video/34717/koruna-the-crown-alma-mater-s06e07,Koruna-The.Crown -Alma mater (S06E07),"no episode link, no title match",
missing,Koruna-The.Crown -Ruritánie,,,1,serialy-cz-sk,34716,https://online.sktorrent.eu/video/34716/koruna-the-crown-ruritánie-s06e06,Koruna-The.Crown -Ruritánie (S06E06),"no episode link, no title match",
missing,Koruna-The.Crown -Willsmánie,,,1,serialy-cz-sk,34640,https://online.sktorrent.eu/video/34640/koruna-the-crown-willsmánie-s06e05,Koruna-The.Crown -Willsmánie (S06E05),"no episode link, no title match",
missing,Koruna-The.Crown -Následky,,,1,serialy-cz-sk,34639,https://online.sktorrent.eu/video/34639/koruna-the-crown-následky-s06e04,Koruna-The.Crown -Následky (S06E04),"no episode link, no title match",
missing,Koruna-The.Crown -Dis-moi oui,,,1,serialy-cz-sk,34638,https://online.sktorrent.eu/video/34638/koruna-the-crown-dis-moi-oui-s06e03,Koruna-The.Crown -Dis-moi oui (S06E03),"no episode link, no title match",
missing,Koruna-The.Crown -Dvě fotky,,,1,serialy-cz-sk,34637,https://online.sktorrent.eu/video/34637/koruna-the-crown-dvě-fotky-s06e02,Koruna-The.Crown -Dvě fotky (S06E02),"no episode link, no title match",
missing,Koruna-The.Crown -Persona non grata,,,1,serialy-cz-sk,34635,https://online.sktorrent.eu/video/34635/koruna-the-crown-persona-non-grata-s06e01,Koruna-The.Crown -Persona non grata (S06E01),"no episode link, no title match",
missing,Koruna-The.Crown -Systém,,,1,serialy-cz-sk,34622,https://online.sktorrent.eu/video/34622/koruna-the-crown-systém-s05e02,Koruna-The.Crown -Systém (S05E02),"no episode link, no title match",Koruna / The Crown  (sim=0.42)
missing,Koruna-The.Crown -Syndrom královny Viktorie,,,1,serialy-cz-sk,34621,https://online.sktorrent.eu/video/34621/koruna-the-crown-syndrom-královny-viktorie-s05e01,Koruna-The.Crown -Syndrom královny Viktorie (S05E01),"no episode link, no title match",
missing,"Griselda - Adios, Miami",,,1,serialy-cz-sk,34612,https://online.sktorrent.eu/video/34612/griselda-adios-miami-e06,"Griselda - Adios, Miami (E06)","no episode link, no title match",
